"""conference""","""year""","""doi""","""title""","""citationCount""","""download6weeks""","""download12months""","""downloadAll""","""keywords""","""pageNumber""","""authors"""
CHI,1,http://dx.doi.org/10.1145/365024.365308,Reaching movements to augmented and graphic objects in virtual environments,11,2,40,728,"artificial, augmented, and virtual realities; design; evaluation/methodology; fitts' law; haptic i/o; human performance; kinematic data; measurement; performance; sensory manipulation; virtual reality",8,"81100341017, Andrea H. Mason, School of Kinesiology, Simon Fraser University, Burnaby, B.C. V5A 1S6, Canada; 81100480460, Masuma A. Walji, School of Kinesiology, Simon Fraser University, Burnaby, B.C. V5A 1S6, Canada; 81100385764, Elaine J. Lee, School of Kinesiology, Simon Fraser University, Burnaby, B.C. V5A 1S6, Canada; 81100367227, Christine L. MacKenzie, School of Kinesiology, Simon Fraser University, Burnaby, B.C. V5A 1S6, Canada; "
CHI,1,http://dx.doi.org/10.1145/365024.365309,3D or not 3D?: evaluating the effect of the third dimension in a document management system,34,11,94,"1,753",3d user interfaces; design; documentation; general; information visualisation; measurement; spatial memory; three-dimensional graphics and realism,8,"81100607754, Andy Cockburn, Department of Computer Science, University of Canterbury, Christchurch, New Zealand; 81100017816, Bruce McKenzie, Department of Computer Science, University of Canterbury, Christchurch, New Zealand; "
CHI,1,http://dx.doi.org/10.1145/365024.365310,Automating camera management for lecture room environments,16,2,36,"1,342",audio input/output; design; management; performance; speaker tracking; tracking; video production rules,8,"81100525820, Qiong Liu, Collaboration and Multimedia Systems Group, Microsoft Research, One Microsoft Way, Redmond, WA; 81100018204, Yong Rui, Collaboration and Multimedia Systems Group, Microsoft Research, One Microsoft Way, Redmond, WA; 81452611908, Anoop Gupta, Collaboration and Multimedia Systems Group, Microsoft Research, One Microsoft Way, Redmond, WA; 81100025873, J. J. Cadiz, Collaboration and Multimedia Systems Group, Microsoft Research, One Microsoft Way, Redmond, WA; "
CHI,1,http://dx.doi.org/10.1145/365024.365311,Viewing meeting captured by an omni-directional camera,17,2,27,624,"computer conferencing, teleconferencing, and videoconferencing; human factors; measurement; omni-directional camera systems; performance; user/machine systems",8,"81100018204, Yong Rui, Collaboration and Multimedia Systems Group, Microsoft Research, One Microsoft Way, Redmond, WA; 81452611908, Anoop Gupta, Collaboration and Multimedia Systems Group, Microsoft Research, One Microsoft Way, Redmond, WA; 81100025873, J. J. Cadiz, Collaboration and Multimedia Systems Group, Microsoft Research, One Microsoft Way, Redmond, WA; "
CHI,1,http://dx.doi.org/10.1145/365024.365312,Partitioning digital worlds: focal and peripheral awareness in multiple monitor use,118,25,141,"1,625",awareness; displays; management; multiple monitors; theory; user/machine systems,8,"81100031531, Jonathan Grudin, Microsoft Research, One Microsoft Way, Redmond, WA; "
CHI,1,http://dx.doi.org/10.1145/365024.365316,Folk computing: revisiting oral tradition as a scaffold for co-present communities,5,2,16,522,community; education; folklore; group and organization interfaces; handheld; management; pda; social computing; ubiquitous computing,8,"81100002852, Rick Borovoy, MIT Media Lab, 20 Ames Street, Room E15-120B, Cambridge, MA; 81100001812, Brian Silverman, MIT Media Lab, 20 Ames Street, Room E15-120B, Cambridge, MA; 81100371481, Tim Gorton, MIT Media Lab, 20 Ames Street, Room E15-120B, Cambridge, MA; 81100510429, Matt Notowidigdo, MIT Media Lab, 20 Ames Street, Room E15-120B, Cambridge, MA; 81100013114, Brian Knep, MIT Media Lab, 20 Ames Street, Room E15-120B, Cambridge, MA; 81331502299, Mitchel Resnick, MIT Media Lab, 20 Ames Street, Room E15-120B, Cambridge, MA; 81332509115, Jeff Klann, MIT Media Lab, 20 Ames Street, Room E15-120B, Cambridge, MA; "
CHI,1,http://dx.doi.org/10.1145/365024.365317,Designing palaver tree online: supporting social roles in a community of oral history,16,0,38,685,children; design; management; performance; user-centered design; user/machine systems,8,"81332497475, Jason B. Ellis, College of Computing, Georgia Institute of Technology, Atlanta, GA; 81100562702, Amy S. Bruckman, College of Computing, Georgia Institute of Technology, Atlanta, GA; "
CHI,1,http://dx.doi.org/10.1145/365024.365322,Classroom collaboration in the design of tangible interfaces for storytelling,59,10,101,"1,932",children; general; management; performance; tangibles; user-centered design,8,"81100250935, Danae Stanton, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100371655, Victor Bayon, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100165082, Helen Neale, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100403313, Ahmed Ghali, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100619971, Steve Benford, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100349341, Sue Cobb, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100067150, Rob Ingram, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81409593242, Claire O'Malley, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100533516, John Wilson, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; 81100377785, Tony Pridmore, Mixed Reality Laboratory, University of Nottingham, Nottingham, UK; "
CHI,1,http://dx.doi.org/10.1145/365024.365325,Using information scent to model user information needs and actions and the Web,103,17,160,"2,932",algorithms; data mining; human factors; information retrieval; management; performance; theory; web-based interaction; world wide web,8,"81100330316, Ed H. Chi, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; 81100252735, Peter Pirolli, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; 81100107326, Kim Chen, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; 81100299516, James Pitkow, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; "
CHI,1,http://dx.doi.org/10.1145/365024.365331,Information scent as a driver of Web behavior graphs: results of a protocol analysis method for Web usability,42,14,93,"1,851",design; information foraging; management; performance; standardization; theory; web usability; web-eyemapper,8,"81406592524, Stuart K. Card, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; 81100252735, Peter Pirolli, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; 81100269681, Mija Van Der Wege, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; 81100423179, Julie B. Morrison, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; 81100651314, Robert W. Reeder, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; 81100097460, Pamela K. Schraedley, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; 81100595029, Jenea Boshart, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; "
CHI,1,http://dx.doi.org/10.1145/365024.365337,Visual information foraging in a focus + context visualization,46,44,115,"1,817",code theory of visual attention; focus+context; hyperbolic tree; information scent; interaction styles; measurement; search process; visual attention,8,"81100252735, Peter Pirolli, Xerox PARC, 3333 Coyote Hill Road, Palo Alto, CA; 81406592524, Stuart K. Card, Xerox PARC, 3333 Coyote Hill Road, Palo Alto, CA; 81100269681, Mija M. Van Der Wege, Xerox PARC, 3333 Coyote Hill Road, Palo Alto, CA; "
CHI,1,http://dx.doi.org/10.1145/365024.365339,The notification collage: posting information to public and personal displays,110,7,148,"2,133",awareness; group and organization interfaces; human factors; management; messaging; theory,8,"81100197069, Saul Greenberg, Department of Computer Science, University of Calgary, Calgary, Alberta, Canada T2N 1N4; 81100065366, Michael Rounding, Department of Computer Science, University of Calgary, Calgary, Alberta, Canada T2N 1N4; "
CHI,1,http://dx.doi.org/10.1145/365024.365349,Single display privacyware: augmenting public displays with private information,37,11,98,"1,135",awareness; cscw; groupware; management; performance; privacy; single display groupware; theory,8,"81100596912, Garth B. D. Shoemaker, EDGE Lab, School of Computing Science, Simon Fraser University, Burnaby, Canada; 81100519232, Kori M. Inkpen, EDGE Lab, School of Computing Science, Simon Fraser University, Burnaby, Canada; "
CHI,1,http://dx.doi.org/10.1145/365024.365352,Linking public spaces: technical and social issues,34,4,61,"1,261","computer conferencing, teleconferencing, and videoconferencing; human factors; management; privacy; security; videoconferencing",8,"81100269038, Gavin Jancke, Microsoft Research, One Microsoft Way, Redmond, WA; 81100190815, Gina Danielle Venolia, Microsoft Research, One Microsoft Way, Redmond, WA; 81100031531, Jonathan Grudin, Microsoft Research, One Microsoft Way, Redmond, WA; 81100025873, J. J. Cadiz, Microsoft Research, One Microsoft Way, Redmond, WA; 81452611908, Anoop Gupta, Microsoft Research, One Microsoft Way, Redmond, WA; "
CHI,1,http://dx.doi.org/10.1145/365024.383749,Casablanca: designing social communication devices for the home,103,7,84,"2,258",design; social issues,8,"81100031847, Debby Hindus, Interval Research Corp.; 81100420884, Scott D. Mainwaring, Interval Research Corp.; 81100382213, Nicole Leduc, Interval Research Corp.; 81100589811, Anna Elizabeth Hagstr&#246;m, Interval Research Corp.; 81100076840, Oliver Bayley, Interval Research Corp.; "
CHI,2,http://dx.doi.org/10.1145/503376.503378,Where do web sites come from?: capturing and interacting with design history,38,12,92,822,activity capture; cscw; design rationale; human factors; performance; tangible ui; user interfaces; world wide web,8,"81100364989, Scott R. Klemmer, University of California, Berkeley, CA; 81100624565, Michael Thomsen, University of Aarhus, Aarhus N, Denmark; 81100268477, Ethan Phelps-Goodman, University of California, Berkeley, CA; 81452595293, Robert Lee, University of California, Berkeley, CA; 81100103519, James A. Landay, University of California, Berkeley, CA; "
CHI,2,http://dx.doi.org/10.1145/503376.503379,The augurscope: a mixed reality interface for outdoors,31,2,53,"1,092",augmented reality; measurement; mobile and wireless applications; performance; user interfaces; virtual reality,8,"81100504057, Holger Schn&#228;delbach, The University of Nottingham, Nottingham, UK; 81100296314, Boriana Koleva, The University of Nottingham, Nottingham, UK; 81100138797, Martin Flintham, The University of Nottingham, Nottingham, UK; 81100364452, Mike Fraser, The University of Nottingham, Nottingham, UK; 81328488768, Shahram Izadi, The University of Nottingham, Nottingham, UK; 81100487744, Paul Chandler, The University of Nottingham, Nottingham, UK; 81332499007, Malcolm Foster, The University of Nottingham, Nottingham, UK; 81100619971, Steve Benford, The University of Nottingham, Nottingham, UK; 81100557223, Chris Greenhalgh, The University of Nottingham, Nottingham, UK; 81100347821, Tom Rodden, The University of Nottingham, Nottingham, UK; "
CHI,2,http://dx.doi.org/10.1145/503376.503381,"Movement model, hits distribution and learning in virtual keyboarding",25,8,72,"1,459",design; fitts' law; human factors; learning; mobile computing; performance; soft keyboard; text input; user interfaces; virtual keyboard,8,"81408591988, Shumin Zhai, IBM Almaden Research Center, San Jose, CA; 81100265477, Alison Sue, IBM Almaden Research Center, San Jose, CA; 81100509407, Johnny Accot, IBM Almaden Research Center, San Jose, CA; "
CHI,2,http://dx.doi.org/10.1145/503376.503382,Comparison of two touchpad-based methods for numeric entry,9,1,50,"1,002",clock metaphor; human factors; mobile devices; stylus overhead; virtual device interfaces,8,"81100311272, Poika Isokoski, University of Tampere, Finland; 81100039309, Mika K&#228;ki, University of Tampere, Finland; "
CHI,2,http://dx.doi.org/10.1145/503376.503383,Interacting at a distance: measuring the performance of laser pointers and other devices,86,9,109,"1,848",design; human factors; interaction techniques; laser pointers; pebbles; remote interaction; theory; virtual device interfaces,8,"81100013136, Brad A. Myers, Carnegie Mellon University, Pittsburgh, PA; 81100498912, Rishi Bhatnagar, Carnegie Mellon University, Pittsburgh, PA; 81100204766, Jeffrey Nichols, Carnegie Mellon University, Pittsburgh, PA; 81100174074, Choon Hong Peck, Carnegie Mellon University, Pittsburgh, PA; 81408591772, Dave Kong, Carnegie Mellon University, Pittsburgh, PA; 81100162232, Robert Miller, Carnegie Mellon University, Pittsburgh, PA; 81100466414, A. Chris Long, Carnegie Mellon University, Pittsburgh, PA; "
CHI,2,http://dx.doi.org/10.1145/503376.503385,Messages embedded in gaze of interface agents --- impression management with agent's gaze,27,5,59,896,computer-supported collaborative work; gaze communication; impression management; measurement; social control; theory,8,"81100096770, Atsushi Fukayama, NTT Corporation, Kanagawa, Japan; 81328489815, Takehiko Ohno, NTT Corporation, Kanagawa, Japan; 81100515996, Naoki Mukawa, NTT Corporation, Kanagawa, Japan; 81341496249, Minako Sawaki, NTT Corporation, Kanagawa, Japan; 81100399958, Norihiro Hagita, ATR Media Information Science Laboratories, Kyoto, Japan; "
